From,To,Date,Subject
Isande.Borrasca@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/15/2014 18:14,RE: Equipment audit approaching
Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/15/2014 18:35,RE: Yearly numbers looking good
Brand.Tempestad@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",1/15/2014 18:46,RE: Well 1033-01 stabilization progress report
Sten.Sanjorge.Jr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/15/2014 18:49,RE: Yearly numbers looking good
Claudio.Hawelon@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",1/15/2014 19:35,RE: Funny!!
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/16/2014 9:02,Overtime policy reminder
Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,1/16/2014 9:27,Plants
Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,1/16/2014 9:34,Favor - borrow hedge trimmer
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/16/2014 9:38,Training opportunity
Birgitta.Frente@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 9:44,Downhole prediction 2522-00
Sten.Sanjorge.Jr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/16/2014 9:46,Recommend a good vacation spot?
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 10:18,RE: Downhole prediction 2522-00
Edvard.Vann@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Isia.Vann@gastech.com.kronos",1/16/2014 10:30,Vacation scheduling procedures
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/16/2014 11:09,"Good morning, GasTech!"
Varro.Awelon@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,1/16/2014 11:22,RE: Favor - borrow hedge trimmer
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/16/2014 11:36,Registration open: retirement planning seminar
Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 11:40,RE: Downhole prediction 2522-00
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 11:48,RE: Downhole prediction 2522-00
Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,1/16/2014 11:51,RE: Plants
Lidelse.Dedos@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,1/16/2014 12:03,Ha ha
Albina.Hafon@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 12:04,Funny!!
Cecilia.Morluniau@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",1/16/2014 12:10,"Guys night out - sorry, ladies"
Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,1/16/2014 12:13,RE: Plants
Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 12:13,RE: Downhole prediction 2522-00
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/16/2014 12:16,You never get a second chance to make a first impression
Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,1/16/2014 12:17,RE: Plants
Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,1/16/2014 12:20,RE: Favor - borrow hedge trimmer
Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/16/2014 12:22,"Guys night out - sorry, ladies"
Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 12:25,RE: Downhole prediction 2522-00
Adra.Nubarron@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/16/2014 12:27,RE: Registration open: retirement planning seminar
Varro.Awelon@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,1/16/2014 12:36,RE: Favor - borrow hedge trimmer
Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,1/16/2014 12:36,RE: Plants
Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/16/2014 12:39,RE: Downhole prediction 2522-00
Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,1/16/2014 12:41,RE: Favor - borrow hedge trimmer
Valeria.Morlun@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 12:43,Union meeting
Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,1/16/2014 12:51,RE: Plants
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/16/2014 12:51,RE: Training opportunity
Ada.Campo-Corrente@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/16/2014 12:56,RE: Recommend a good vacation spot?
Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/16/2014 12:58,RE: Recommend a good vacation spot?
Kare.Orilla@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,1/16/2014 13:14,RE: Ha ha
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos",1/16/2014 13:26,"Guys night out - sorry, ladies"
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/16/2014 13:38,Conference report
Isia.Vann@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Isia.Vann@gastech.com.kronos",1/16/2014 13:38,RE: Vacation scheduling procedures
Henk.Mies@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 13:42,RE: Funny!!
Isia.Vann@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Isia.Vann@gastech.com.kronos",1/16/2014 13:42,RE: Vacation scheduling procedures
Willem.Vasco-Pais@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/16/2014 13:44,RE: Registration open: retirement planning seminar
Felix.Balas@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/16/2014 13:46,Downhole prediction 2522-00 - updated
Lidelse.Dedos@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,1/16/2014 13:50,RE: Ha ha
Hennie.Osvaldo@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Isia.Vann@gastech.com.kronos",1/16/2014 13:53,RE: Vacation scheduling procedures
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/16/2014 13:54,Anyone have time to help troubleshoot some software?
Kare.Orilla@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,1/16/2014 13:57,RE: Ha ha
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/16/2014 13:59,RE: Training opportunity
Lidelse.Dedos@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,1/16/2014 14:16,RE: Ha ha
Kare.Orilla@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,1/16/2014 14:18,RE: Ha ha
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/16/2014 14:19,Safety First!
Lucas.Alcazar@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/16/2014 14:27,Conference report
Henk.Mies@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 14:34,RE: Funny!!
Bertrand.Ovan@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/16/2014 14:36,RE: Funny!!
Isak.Baza@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/16/2014 14:54,Web site
Sten.Sanjorge.Jr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/16/2014 14:59,RE: Recommend a good vacation spot?
Edvard.Vann@gastech.com.kronos,"Felix.Resumir@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",1/16/2014 15:11,Resolution of incident
